Rua:  ; Origem: 251119059 ; Destino: 1102571559 ; Oneway: True ; Highway: motorway_link
Rua: Travessa das Almas (5) ; Origem: 4377514711 ; Destino: 1693952816 ; Oneway: False ; Highway: residential
Rua: Travessa das Almas (6) ; Origem: 4377514711 ; Destino: 1601401389 ; Oneway: False ; Highway: residential
Rua: Rua das Parreiras às Almas ; Origem: 4377514711 ; Destino: 4377514715 ; Oneway: False ; Highway: residential
Rua: Travessa Nova do Espírito Santo (7) ; Origem: 4377514715 ; Destino: 1712703539 ; Oneway: False ; Highway: residential
Rua: Travessa Nova do Espírito Santo (8) ; Origem: 4377514715 ; Destino: 1712702866 ; Oneway: False ; Highway: residential
Rua: Rua das Parreiras às Almas (2) ; Origem: 4377514715 ; Destino: 4377514711 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4411568231 ; Destino: 1137154825 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 4411568231 ; Destino: 981219242 ; Oneway: True ; Highway: unclassified
Rua:  ; Origem: 4435936696 ; Destino: 4376648389 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 4435936696 ; Destino: 2392844870 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 4504652665 ; Destino: 2402221096 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4504652665 ; Destino: 1984708501 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4504652665 ; Destino: 1756377536 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4506518666 ; Destino: 1756480335 ; Oneway: False ; Highway: residential
Rua: ER 246 (10) ; Origem: 4506518667 ; Destino: 1756429310 ; Oneway: True ; Highway: secondary
Rua: Largo da Raposeira ; Origem: 4506518667 ; Destino: 4506518672 ; Oneway: False ; Highway: residential
Rua: Largo da Raposeira (2) ; Origem: 4506518671 ; Destino: 4506518672 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4506518672 ; Destino: 4506518673 ; Oneway: False ; Highway: residential
Rua: Largo da Raposeira (3) ; Origem: 4506518672 ; Destino: 4506518671 ; Oneway: False ; Highway: residential
Rua: Largo da Raposeira (4) ; Origem: 4506518672 ; Destino: 4506518667 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4506518673 ; Destino: 4506518672 ; Oneway: False ; Highway: residential
Rua: Estrada da Raposeira (25) ; Origem: 4506518676 ; Destino: 1756480397 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4506518676 ; Destino: 4506518677 ; Oneway: False ; Highway: residential
Rua: Estrada da Raposeira (26) ; Origem: 4506518676 ; Destino: 4506518680 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4506518677 ; Destino: 4506518676 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4506518677 ; Destino: 10601154134 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4506518677 ; Destino: 10601154136 ; Oneway: False ; Highway: residential
Rua: Estrada da Raposeira (27) ; Origem: 4506518680 ; Destino: 1756480623 ; Oneway: False ; Highway: residential
Rua: Estrada da Raposeira (28) ; Origem: 4506518680 ; Destino: 4506518676 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4506518680 ; Destino: 4506518683 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4506518683 ; Destino: 4506518680 ; Oneway: False ; Highway: residential
Rua: Rui de Mello (2) ; Origem: 4506518826 ; Destino: 1756480495 ; Oneway: False ; Highway: residential
Rua: Estrada da Raposeira (29) ; Origem: 4506518827 ; Destino: 1756480340 ; Oneway: False ; Highway: residential
Rua: Estrada da Raposeira (30) ; Origem: 4506518827 ; Destino: 1999368019 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4506518827 ; Destino: 4506518849 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4506518849 ; Destino: 4506518827 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4514295070 ; Destino: 3774074210 ; Oneway: False ; Highway: unclassified
Rua: Rua da Fontinha (4) ; Origem: 4514295229 ; Destino: 1113008029 ; Oneway: False ; Highway: residential
Rua: Rua da Igreja (25) ; Origem: 4514295229 ; Destino: 1113007507 ; Oneway: False ; Highway: secondary
Rua: Rua da Igreja (26) ; Origem: 4514295229 ; Destino: 10220534945 ; Oneway: False ; Highway: secondary
Rua: Travessa do Adro ; Origem: 4514295284 ; Destino: 4514295333 ; Oneway: False ; Highway: residential
Rua: Rua da Igreja (27) ; Origem: 4514295333 ; Destino: 1113007165 ; Oneway: False ; Highway: secondary
Rua: Travessa do Adro (2) ; Origem: 4514295333 ; Destino: 4514295284 ; Oneway: False ; Highway: residential
Rua: Rua da Igreja (28) ; Origem: 4514295333 ; Destino: 1113007321 ; Oneway: False ; Highway: secondary
Rua:  ; Origem: 4532610280 ; Destino: 2373283862 ; Oneway: True ; Highway: tertiary_link
Rua:  ; Origem: 4532610280 ; Destino: 2373283895 ; Oneway: True ; Highway: primary
Rua: Avenida da Boa Fé (10) ; Origem: 4676948404 ; Destino: 2629119052 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4798485290 ; Destino: 10213267862 ; Oneway: False ; Highway: tertiary
Rua:  ; Origem: 4798485290 ; Destino: 10213267861 ; Oneway: False ; Highway: tertiary
Rua:  ; Origem: 4798485290 ; Destino: 4870707226 ; Oneway: False ; Highway: tertiary
Rua: Avenida Garcia da Orta (15) ; Origem: 4804112218 ; Destino: 2178776570 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 4804112218 ; Destino: 1756520093 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4804143634 ; Destino: 1756428760 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4804143634 ; Destino: 10797100398 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4804143634 ; Destino: 10797100398 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4838785600 ; Destino: 1113006927 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4870695711 ; Destino: 4870707226 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 4870707226 ; Destino: 4798485290 ; Oneway: False ; Highway: tertiary
Rua:  ; Origem: 4870707226 ; Destino: 371164832 ; Oneway: False ; Highway: tertiary
Rua:  ; Origem: 4870707226 ; Destino: 4870695711 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 4870727494 ; Destino: 4870727495 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4870727495 ; Destino: 1756480658 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4870727495 ; Destino: 4870727494 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4870727495 ; Destino: 1756480418 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4870727502 ; Destino: 1113775454 ; Oneway: False ; Highway: primary
Rua:  ; Origem: 4870727502 ; Destino: 1113775743 ; Oneway: False ; Highway: primary
Rua: Mato da Boavista ; Origem: 4870727502 ; Destino: 4870727520 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4870727520 ; Destino: 1113775454 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4870727520 ; Destino: 1756480658 ; Oneway: False ; Highway: residential
Rua: Mato da Boavista (2) ; Origem: 4870727520 ; Destino: 4870727502 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4949922272 ; Destino: 4949922275 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 4949922272 ; Destino: 4949922289 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 4949922275 ; Destino: 1756480540 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 4949922275 ; Destino: 4949922289 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 4949922283 ; Destino: 1177089493 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 4949922283 ; Destino: 4949922299 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 4949922289 ; Destino: 4949922291 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 4949922291 ; Destino: 1756480355 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 4949922291 ; Destino: 1756480445 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 4949922295 ; Destino: 1756480301 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 4949922295 ; Destino: 4949922297 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 4949922297 ; Destino: 4949922283 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 4949922299 ; Destino: 4949922272 ; Oneway: True ; Highway: residential
Rua: Rui de Melo (2) ; Origem: 5118953646 ; Destino: 5118953647 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5118953646 ; Destino: 5118953651 ; Oneway: False ; Highway: residential
Rua: Rui de Melo (3) ; Origem: 5118953646 ; Destino: 371521712 ; Oneway: False ; Highway: residential
Rua: Rui de Melo (4) ; Origem: 5118953647 ; Destino: 5118953648 ; Oneway: False ; Highway: residential
Rua: Rui de Melo (5) ; Origem: 5118953647 ; Destino: 5118953646 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5118953647 ; Destino: 5118953650 ; Oneway: False ; Highway: residential
Rua: Rui de Melo (6) ; Origem: 5118953648 ; Destino: 5118953647 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5118953650 ; Destino: 5118953647 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5118953651 ; Destino: 5118953646 ; Oneway: False ; Highway: residential
Rua: Beco das Freiras (2) ; Origem: 5218484931 ; Destino: 1693952842 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5218589781 ; Destino: 1756520102 ; Oneway: False ; Highway: residential
Rua: Avenida da Piedade (7) ; Origem: 5218629624 ; Destino: 1187957503 ; Oneway: False ; Highway: residential
Rua: Avenida da Piedade (8) ; Origem: 5218629624 ; Destino: 10223866786 ; Oneway: False ; Highway: residential
Rua: Rua Padre Zeferino (2) ; Origem: 5218629624 ; Destino: 5218649361 ; Oneway: False ; Highway: living_street
Rua: Rua Padre Zeferino (3) ; Origem: 5218649361 ; Destino: 10223866787 ; Oneway: False ; Highway: living_street
Rua: Rua Padre Zeferino (4) ; Origem: 5218649361 ; Destino: 10751396347 ; Oneway: False ; Highway: living_street
Rua: Rua Padre Zeferino (5) ; Origem: 5218649361 ; Destino: 5218629624 ; Oneway: False ; Highway: living_street
Rua:  ; Origem: 5221310520 ; Destino: 5221317921 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5221317921 ; Destino: 5221310520 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5221317921 ; Destino: 5221318259 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5221317921 ; Destino: 1756480440 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5221318259 ; Destino: 10751360639 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5221318259 ; Destino: 7133798799 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5221318259 ; Destino: 5221317921 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5221347813 ; Destino: 1113775569 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 5221347813 ; Destino: 1984708346 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5351562620 ; Destino: 1113008000 ; Oneway: False ; Highway: secondary
Rua:  ; Origem: 5351562620 ; Destino: 371164943 ; Oneway: False ; Highway: secondary
Rua: Rua José Alves Capela e Silva (21) ; Origem: 5351562620 ; Destino: 1113007235 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5741639554 ; Destino: 10781362404 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5741639554 ; Destino: 1187957814 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5741639554 ; Destino: 1756480324 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5812264290 ; Destino: 5812264300 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 5812264300 ; Destino: 1502187388 ; Oneway: False ; Highway: primary
Rua:  ; Origem: 5812264300 ; Destino: 1654355313 ; Oneway: False ; Highway: primary
Rua:  ; Origem: 5812264300 ; Destino: 5812264290 ; Oneway: False ; Highway: unclassified
Rua: Rua do Lavadouro (5) ; Origem: 5959760496 ; Destino: 1694610011 ; Oneway: False ; Highway: residential
Rua: Rua de Santo António (6) ; Origem: 5959760496 ; Destino: 1696794701 ; Oneway: False ; Highway: residential
Rua: Rua do Lavadouro (6) ; Origem: 5959760496 ; Destino: 1694610102 ; Oneway: False ; Highway: residential
Rua: Bairro Alexandre Castro Nunes Poeta (6) ; Origem: 5962321588 ; Destino: 1113007864 ; Oneway: False ; Highway: residential
Rua: Bairro Joaquim António Bandorga (2) ; Origem: 5962321588 ; Destino: 1113007864 ; Oneway: False ; Highway: residential
Rua: Bairro Alexandre Castro Nunes Poeta (7) ; Origem: 5962321588 ; Destino: 1113008036 ; Oneway: False ; Highway: residential
Rua: Rua de Nossa Senhora do Paço (8) ; Origem: 5962332279 ; Destino: 1113008063 ; Oneway: False ; Highway: tertiary
Rua: Rua de Nossa Senhora do Paço (9) ; Origem: 5962332279 ; Destino: 371164940 ; Oneway: False ; Highway: tertiary
Rua: Largo da Feira ; Origem: 5962332279 ; Destino: 5962332280 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5962332280 ; Destino: 1113006714 ; Oneway: False ; Highway: secondary
Rua: Largo da Feira (2) ; Origem: 5962332280 ; Destino: 5962332279 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 5962332280 ; Destino: 371164940 ; Oneway: False ; Highway: secondary
Rua:  ; Origem: 6299385422 ; Destino: 7129468565 ; Oneway: False ; Highway: tertiary
Rua:  ; Origem: 6299385422 ; Destino: 1984703252 ; Oneway: False ; Highway: tertiary
Rua:  ; Origem: 6299385422 ; Destino: 1737123162 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 6299385422 ; Destino: 6299385651 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 6299385651 ; Destino: 6299385422 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 6321507965 ; Destino: 375781498 ; Oneway: False ; Highway: unclassified
Rua: Ponte romana de Barbacena (2) ; Origem: 6321507965 ; Destino: 375781498 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 6321507965 ; Destino: 10581771180 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 6357833786 ; Destino: 6357852360 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 6357833786 ; Destino: 375789086 ; Oneway: False ; Highway: secondary
Rua:  ; Origem: 6357833786 ; Destino: 6357847427 ; Oneway: False ; Highway: secondary
Rua:  ; Origem: 6357847405 ; Destino: 6357847427 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 6357847427 ; Destino: 6357847405 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 6357847427 ; Destino: 6357833786 ; Oneway: False ; Highway: secondary
Rua: Rua António dos Santos Peixoto (6) ; Origem: 6357847427 ; Destino: 1113006786 ; Oneway: False ; Highway: secondary
Rua:  ; Origem: 6357852360 ; Destino: 6357833786 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 6662821019 ; Destino: 1618722198 ; Oneway: False ; Highway: unclassified
Rua: Estrada das Fontainhas (10) ; Origem: 6699059818 ; Destino: 1137803528 ; Oneway: False ; Highway: tertiary, unclassified
Rua: Estrada das Fontainhas (11) ; Origem: 6699059818 ; Destino: 1113821747 ; Oneway: True ; Highway: tertiary
Rua: Parque de Feiras de Santo António (9) ; Origem: 6858520511 ; Destino: 1113006733 ; Oneway: False ; Highway: residential
Rua: Parque de Feiras de Santo António (10) ; Origem: 6858520511 ; Destino: 304958251 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 6858520511 ; Destino: 6858520527 ; Oneway: False ; Highway: residential
Rua: Rua das Fontainhas (3) ; Origem: 6858520527 ; Destino: 1113007301 ; Oneway: False ; Highway: residential
Rua: Rua das Fontainhas (4) ; Origem: 6858520527 ; Destino: 1113008019 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 6858520527 ; Destino: 6858520511 ; Oneway: False ; Highway: residential
Rua: Beco do Quartel (2) ; Origem: 6943650463 ; Destino: 1712703558 ; Oneway: False ; Highway: residential
Rua: Largo Doutor Santa Clara (6) ; Origem: 6950078707 ; Destino: 1756520033 ; Oneway: True ; Highway: residential
Rua: Rua Tenente Passos e Sousa (6) ; Origem: 6950078707 ; Destino: 1693952930 ; Oneway: False ; Highway: residential
Rua: Rua do Mestre Escola (2) ; Origem: 6956484619 ; Destino: 4377396043 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 6956484619 ; Destino: 6956484621 ; Oneway: False ; Highway: residential
Rua: Largo de São Martinho (2) ; Origem: 6956484619 ; Destino: 1693952837 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 6956484621 ; Destino: 6956484619 ; Oneway: False ; Highway: residential
Rua: Beco do Rato (2) ; Origem: 6956484632 ; Destino: 4377396043 ; Oneway: False ; Highway: residential
Rua: Largo da Alcáçova (2) ; Origem: 6956506723 ; Destino: 1756520117 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 6957689722 ; Destino: 3546943758 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 6957689722 ; Destino: 1176961234 ; Oneway: False ; Highway: primary
Rua:  ; Origem: 6957689722 ; Destino: 9725171930 ; Oneway: False ; Highway: primary
Rua: Largo João Dias de Deus (2) ; Origem: 6960334405 ; Destino: 1113007747 ; Oneway: False ; Highway: residential
Rua: Largo João Dias de Deus (3) ; Origem: 6960334405 ; Destino: 6960334407 ; Oneway: False ; Highway: residential
Rua: Largo João Dias de Deus (4) ; Origem: 6960334405 ; Destino: 6960334435 ; Oneway: False ; Highway: residential
Rua: Largo João Dias de Deus (5) ; Origem: 6960334407 ; Destino: 8127064643 ; Oneway: False ; Highway: residential
Rua: Largo João Dias de Deus (6) ; Origem: 6960334407 ; Destino: 6960334435 ; Oneway: False ; Highway: residential
Rua: Largo João Dias de Deus (7) ; Origem: 6960334407 ; Destino: 6960334405 ; Oneway: False ; Highway: residential
Rua: Largo João Dias de Deus (8) ; Origem: 6960334435 ; Destino: 8127064644 ; Oneway: False ; Highway: residential
Rua: Largo João Dias de Deus (9) ; Origem: 6960334435 ; Destino: 6960334405 ; Oneway: False ; Highway: residential
Rua: Largo João Dias de Deus (10) ; Origem: 6960334435 ; Destino: 6960334407 ; Oneway: False ; Highway: residential
Rua: Largo da Independência (5) ; Origem: 6960353758 ; Destino: 1113007524 ; Oneway: False ; Highway: residential
Rua: Largo da Independência (6) ; Origem: 6960353758 ; Destino: 1113008057 ; Oneway: False ; Highway: residential
Rua: Rua José Alves Capela e Silva (22) ; Origem: 6960353758 ; Destino: 1113007747 ; Oneway: False ; Highway: residential
Rua: Rua dos Esteireiros (2) ; Origem: 6966476099 ; Destino: 1756520309 ; Oneway: False ; Highway: residential
Rua: Avenida Dom Sancho Manuel (20) ; Origem: 6968853958 ; Destino: 6968858026 ; Oneway: True ; Highway: residential
Rua: Avenida Dom Sancho Manuel (21) ; Origem: 6968853958 ; Destino: 1177089724 ; Oneway: True ; Highway: residential
Rua: Avenida Dom Sancho Manuel (22) ; Origem: 6968853972 ; Destino: 1177089457 ; Oneway: False ; Highway: residential
Rua: Avenida Dom Sancho Manuel (23) ; Origem: 6968853972 ; Destino: 6968857974 ; Oneway: True ; Highway: residential
Rua: Avenida Dom Sancho Manuel (24) ; Origem: 6968853979 ; Destino: 6968857971 ; Oneway: True ; Highway: residential
Rua: Avenida Dom Sancho Manuel (25) ; Origem: 6968857965 ; Destino: 6968853979 ; Oneway: True ; Highway: residential
Rua: Avenida Infante Dom Henrique (2) ; Origem: 6968857965 ; Destino: 10537819294 ; Oneway: True ; Highway: residential
Rua: Avenida Dom Sancho Manuel (26) ; Origem: 6968857971 ; Destino: 6968853972 ; Oneway: True ; Highway: residential
Rua: Avenida Dom Sancho Manuel (27) ; Origem: 6968857971 ; Destino: 6968857974 ; Oneway: True ; Highway: residential
Rua: Avenida Dom Sancho Manuel (28) ; Origem: 6968857974 ; Destino: 6968853958 ; Oneway: True ; Highway: residential
Rua: Avenida Dom Sancho Manuel (29) ; Origem: 6968858026 ; Destino: 6968857965 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 6968868376 ; Destino: 6968874929 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 6968874929 ; Destino: 1520186519 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 6968874929 ; Destino: 6968868376 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 6968874929 ; Destino: 1520186516 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 6970460943 ; Destino: 2629119076 ; Oneway: False ; Highway: residential
Rua: Largo 1º de Dezembro (4) ; Origem: 6972066048 ; Destino: 1756520512 ; Oneway: False ; Highway: residential
Rua: Largo 1º de Dezembro (5) ; Origem: 6972066048 ; Destino: 6972066056 ; Oneway: True ; Highway: residential
Rua: Largo Doutor Santa Clara (7) ; Origem: 6972066056 ; Destino: 4377396008 ; Oneway: False ; Highway: residential
Rua: Largo 1º de Dezembro (6) ; Origem: 6972066056 ; Destino: 10683708710 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 7129468565 ; Destino: 1605666690 ; Oneway: False ; Highway: tertiary
Rua:  ; Origem: 7129468565 ; Destino: 6299385422 ; Oneway: False ; Highway: tertiary
Rua:  ; Origem: 7129468565 ; Destino: 7129468584 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 7129468584 ; Destino: 7129468565 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 7133798798 ; Destino: 7133798799 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 7133798799 ; Destino: 7133798798 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 7133798799 ; Destino: 1756480773 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 7133798799 ; Destino: 5221318259 ; Oneway: False ; Highway: residential
Rua: Rua da Dinamarca (10) ; Origem: 7174870202 ; Destino: 1138177201 ; Oneway: False ; Highway: residential
Rua: Rua da Dinamarca (11) ; Origem: 7174870202 ; Destino: 1138177212 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 7174870202 ; Destino: 7174870206 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 7174870206 ; Destino: 1239027284 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 7174870206 ; Destino: 7174870202 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 7174870206 ; Destino: 1239027084 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 7181887327 ; Destino: 10919950172 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 7187831984 ; Destino: 1756480773 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 7457176556 ; Destino: 2373402280 ; Oneway: False ; Highway: unclassified
Rua: Rua de Elvas (40) ; Origem: 7835630696 ; Destino: 1908795254 ; Oneway: False ; Highway: residential
Rua: Rua de Elvas (41) ; Origem: 7835630696 ; Destino: 7835630723 ; Oneway: True ; Highway: primary_link
Rua:  ; Origem: 7835630706 ; Destino: 7835630741 ; Oneway: True ; Highway: primary
Rua: Rua de Elvas (42) ; Origem: 7835630706 ; Destino: 7835630716 ; Oneway: True ; Highway: primary_link
Rua: Rua de Elvas (43) ; Origem: 7835630716 ; Destino: 7835630718 ; Oneway: True ; Highway: primary_link
Rua: Rua de Elvas (44) ; Origem: 7835630718 ; Destino: 7835630696 ; Oneway: True ; Highway: primary_link
Rua: Rua de Elvas (45) ; Origem: 7835630718 ; Destino: 7835630723 ; Oneway: True ; Highway: primary_link
Rua: Rua de Elvas (46) ; Origem: 7835630723 ; Destino: 2373226347 ; Oneway: True ; Highway: primary_link
Rua: Rua de Elvas (47) ; Origem: 7835630723 ; Destino: 7835630741 ; Oneway: True ; Highway: primary_link
Rua: Rua de Elvas (48) ; Origem: 7835630741 ; Destino: 7835630742 ; Oneway: True ; Highway: primary_link
Rua:  ; Origem: 7835630741 ; Destino: 2373226347 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 7835630742 ; Destino: 7835630706 ; Oneway: True ; Highway: residential
Rua: Rua de Elvas (49) ; Origem: 7835630742 ; Destino: 7835630745 ; Oneway: True ; Highway: primary_link
Rua:  ; Origem: 7835630745 ; Destino: 2373226287 ; Oneway: True ; Highway: primary
Rua: Rua Jorge Costa Hermida (3) ; Origem: 8127064643 ; Destino: 8127064644 ; Oneway: False ; Highway: residential
Rua: Rua Jorge Costa Hermida (4) ; Origem: 8127064643 ; Destino: 1113007583 ; Oneway: False ; Highway: residential
Rua: Largo João Dias de Deus (11) ; Origem: 8127064643 ; Destino: 6960334407 ; Oneway: False ; Highway: residential
Rua: Rua Jorge Costa Hermida (5) ; Origem: 8127064644 ; Destino: 8127064643 ; Oneway: False ; Highway: residential
Rua: Rua Jorge Costa Hermida (6) ; Origem: 8127064644 ; Destino: 1113007855 ; Oneway: False ; Highway: residential
Rua: Largo João Dias de Deus (12) ; Origem: 8127064644 ; Destino: 6960334435 ; Oneway: False ; Highway: residential
Rua: Rua Mariana Martins (7) ; Origem: 8439705675 ; Destino: 10563521713 ; Oneway: True ; Highway: residential
Rua: Rua Mariana Martins (8) ; Origem: 8439705675 ; Destino: 1756491453 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 8626549174 ; Destino: 8626549175 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 8626549174 ; Destino: 1239026929 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 8626549174 ; Destino: 8626549176 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 8626549175 ; Destino: 8626549174 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 8626549176 ; Destino: 8626549174 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 8952766176 ; Destino: 1175543125 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 9214294435 ; Destino: 1694610258 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 9214294435 ; Destino: 1694610271 ; Oneway: False ; Highway: residential
Rua: Rua Engenheiro António da Silva Gonçalves (6) ; Origem: 9214294435 ; Destino: 1694610305 ; Oneway: False ; Highway: residential
Rua: Rua de São João (25) ; Origem: 9214294436 ; Destino: 1694610005 ; Oneway: False ; Highway: residential
Rua: Rua de São João (26) ; Origem: 9214294436 ; Destino: 1694610263 ; Oneway: False ; Highway: residential
Rua: Rua de São Vicente (8) ; Origem: 9214294436 ; Destino: 1694610253 ; Oneway: False ; Highway: residential
Rua: Rua Doutor Mário Cidrais (17) ; Origem: 9214294440 ; Destino: 1694610278 ; Oneway: False ; Highway: residential
Rua: Rua Doutor Mário Cidrais (18) ; Origem: 9214294440 ; Destino: 9214294447 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 9214294440 ; Destino: 1694610259 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 9214294446 ; Destino: 1694610043 ; Oneway: False ; Highway: residential
Rua: Rua Doutor Mário Cidrais (19) ; Origem: 9214294447 ; Destino: 9214294440 ; Oneway: False ; Highway: residential
Rua: Rua Doutor Mário Cidrais (20) ; Origem: 9214294447 ; Destino: 1694609973 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 9214294447 ; Destino: 9214294448 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 9214294448 ; Destino: 9214294447 ; Oneway: False ; Highway: residential
Rua: Rua de Nossa Senhora do Paço (10) ; Origem: 9216358516 ; Destino: 1113007860 ; Oneway: False ; Highway: tertiary
Rua: Rua de Nossa Senhora do Paço (11) ; Origem: 9216358516 ; Destino: 1113007344 ; Oneway: False ; Highway: tertiary
Rua: Largo do Conde (5) ; Origem: 9216358516 ; Destino: 9216384318 ; Oneway: False ; Highway: residential
Rua: Largo do Conde (6) ; Origem: 9216384318 ; Destino: 9216384319 ; Oneway: False ; Highway: residential
Rua: Largo do Conde (7) ; Origem: 9216384318 ; Destino: 9216358516 ; Oneway: False ; Highway: residential
